consumer_number,family_members,working_members,ages,units_consumed,cost_per_unit,usage_hours,Power_Rating_W,Units_Consumed_Per_Hour_kWh,Base Tariff (cents/kWh),Final Per Unit Cost (cents/kWh),max_length,appliance_name_encoded,location_encoded,name_encoded,email_encoded,password_encoded,month_encoded,energy_consumption
35360,3,3,36,241,10,22.6,1045,1.045,12.38819176,13.37575637,5,7,13,935,994,147,5,2410
35360,3,3,36,241,10,13.8,1045,1.045,12.38819176,13.37575637,5,1,13,935,994,147,5,2410
35360,3,3,36,241,10,13.8,1045,1.045,12.38819176,13.37575637,5,16,13,935,994,147,5,2410
35523,7,6,37,673,7,2.1,675,0.675,12.38819176,13.37575637,3,12,1,452,497,999,9,4711
35523,7,6,37,673,7,6.8,675,0.675,12.38819176,13.37575637,3,14,1,452,497,999,9,4711
35523,7,6,37,673,7,12.5,675,0.675,12.38819176,13.37575637,3,0,1,452,497,999,9,4711
35725,5,4,48,463,8,16.6,330,0.33,12.38819176,13.37575637,3,16,4,157,165,629,0,3704
35725,5,4,48,463,8,8.3,330,0.33,12.38819176,13.37575637,3,8,4,157,165,629,0,3704
35725,5,4,48,463,8,1.4,330,0.33,12.38819176,13.37575637,3,0,4,157,165,629,0,3704
35807,1,0,0,310,10,9.3,1287.5,1.2875,12.38819176,13.37575637,5,15,1,835,867,724,10,3100
35807,1,0,0,310,10,21.4,1287.5,1.2875,12.38819176,13.37575637,5,1,1,835,867,724,10,3100
35807,1,0,0,310,10,2.5,1287.5,1.2875,12.38819176,13.37575637,5,4,1,835,867,724,10,3100
35807,1,0,0,310,10,8.9,1287.5,1.2875,12.38819176,13.37575637,5,16,1,835,867,724,10,3100
35807,1,0,0,310,10,20.2,1287.5,1.2875,12.38819176,13.37575637,5,17,1,835,867,724,10,3100
35842,6,5,47,848,5,13.6,1250,1.25,12.38819176,13.37575637,2,1,1,306,335,487,2,4240
35842,6,5,47,848,5,7,1250,1.25,12.38819176,13.37575637,2,15,1,306,335,487,2,4240
35939,4,3,35,138,5,2.7,866.6666667,0.866666667,12.38819176,13.37575637,4,15,1,171,162,817,6,690
35939,4,3,35,138,5,22.4,866.6666667,0.866666667,12.38819176,13.37575637,4,6,1,171,162,817,6,690
35939,4,3,35,138,5,20.1,866.6666667,0.866666667,12.38819176,13.37575637,4,13,1,171,162,817,6,690
35939,4,3,35,138,5,13,866.6666667,0.866666667,12.38819176,13.37575637,4,0,1,171,162,817,6,690
35953,3,2,36,208,10,20.5,890,0.89,14.51,20.77,4,9,8,334,368,870,1,2080
35953,3,2,36,208,10,6.9,890,0.89,14.51,20.77,4,11,8,334,368,870,1,2080
35953,3,2,36,208,10,4.4,890,0.89,14.51,20.77,4,17,8,334,368,870,1,2080
35953,3,2,36,208,10,3,890,0.89,14.51,20.77,4,5,8,334,368,870,1,2080
35997,5,3,47,639,8,16.6,583.3333333,0.583333333,12.38819176,13.37575637,3,13,2,59,19,276,5,5112
35997,5,3,47,639,8,13,583.3333333,0.583333333,12.38819176,13.37575637,3,3,2,59,19,276,5,5112
35997,5,3,47,639,8,22.8,583.3333333,0.583333333,12.38819176,13.37575637,3,16,2,59,19,276,5,5112
36012,6,3,43,327,5,11.9,1200,1.2,12.38819176,13.37575637,2,9,10,250,226,932,8,1635
36012,6,3,43,327,5,14.8,1200,1.2,12.38819176,13.37575637,2,14,10,250,226,932,8,1635
36144,1,1,29,886,6,12.3,903.3333333,0.903333333,12.38819176,13.37575637,5,10,1,620,630,771,11,5316
36144,1,1,29,886,6,6.3,903.3333333,0.903333333,12.38819176,13.37575637,5,14,1,620,630,771,11,5316
36144,1,1,29,886,6,19.5,903.3333333,0.903333333,12.38819176,13.37575637,5,6,1,620,630,771,11,5316
36144,1,1,29,886,6,16.9,903.3333333,0.903333333,12.38819176,13.37575637,5,0,1,620,630,771,11,5316
36144,1,1,29,886,6,5.5,903.3333333,0.903333333,12.38819176,13.37575637,5,0,1,620,630,771,11,5316
36255,5,0,33,498,4,12.7,692,0.692,10.98,14.63,5,1,3,638,674,383,2,1992
36255,5,0,33,498,4,14.7,692,0.692,10.98,14.63,5,16,3,638,674,383,2,1992
36255,5,0,33,498,4,23.6,692,0.692,10.98,14.63,5,15,3,638,674,383,2,1992
36255,5,0,33,498,4,9.5,692,0.692,10.98,14.63,5,8,3,638,674,383,2,1992
36255,5,0,33,498,4,3.9,692,0.692,10.98,14.63,5,11,3,638,674,383,2,1992
36259,8,5,41,791,5,16.5,1166.666667,1.166666667,12.38819176,13.37575637,3,14,4,383,404,993,2,3955
36259,8,5,41,791,5,9.4,1166.666667,1.166666667,12.38819176,13.37575637,3,11,4,383,404,993,2,3955
36259,8,5,41,791,5,22.1,1166.666667,1.166666667,12.38819176,13.37575637,3,17,4,383,404,993,2,3955
36376,2,1,31,147,8,18.3,780,0.78,14.51,20.77,2,5,8,217,253,311,2,1176
36376,2,1,31,147,8,9.6,780,0.78,14.51,20.77,2,1,8,217,253,311,2,1176
36496,4,1,43,321,5,7,787.5,0.7875,14.51,20.77,2,1,8,429,483,328,10,1605
36496,4,1,43,321,5,17.3,787.5,0.7875,14.51,20.77,2,7,8,429,483,328,10,1605
36679,4,2,46,208,9,12.6,1266.666667,1.266666667,14.51,20.77,3,4,8,440,485,741,8,1872
36679,4,2,46,208,9,12.5,1266.666667,1.266666667,14.51,20.77,3,11,8,440,485,741,8,1872
36679,4,2,46,208,9,13,1266.666667,1.266666667,14.51,20.77,3,17,8,440,485,741,8,1872
36787,8,7,37,353,5,18.1,872,0.872,6.47,5.94,5,9,12,577,592,209,9,1765
36787,8,7,37,353,5,9.8,872,0.872,6.47,5.94,5,8,12,577,592,209,9,1765
36787,8,7,37,353,5,9.6,872,0.872,6.47,5.94,5,16,12,577,592,209,9,1765
36787,8,7,37,353,5,19.2,872,0.872,6.47,5.94,5,4,12,577,592,209,9,1765
36787,8,7,37,353,5,10.9,872,0.872,6.47,5.94,5,15,12,577,592,209,9,1765
36838,6,6,39,582,9,21.3,1250,1.25,7.58,4.46,3,15,5,646,661,447,11,5238
36838,6,6,39,582,9,4.1,1250,1.25,7.58,4.46,3,1,5,646,661,447,11,5238
36838,6,6,39,582,9,19.8,1250,1.25,7.58,4.46,3,0,5,646,661,447,11,5238
36996,3,0,40,275,7,20,553.3333333,0.553333333,12.38819176,13.37575637,4,16,10,376,407,733,11,1925
36996,3,0,40,275,7,18.3,553.3333333,0.553333333,12.38819176,13.37575637,4,10,10,376,407,733,11,1925
36996,3,0,40,275,7,19.1,553.3333333,0.553333333,12.38819176,13.37575637,4,15,10,376,407,733,11,1925
36996,3,0,40,275,7,7.8,553.3333333,0.553333333,12.38819176,13.37575637,4,0,10,376,407,733,11,1925
37069,7,1,48,848,4,21.5,900,0.9,12.38819176,13.37575637,3,11,13,859,948,917,5,3392
37069,7,1,48,848,4,2.9,900,0.9,12.38819176,13.37575637,3,6,13,859,948,917,5,3392
37069,7,1,48,848,4,18.4,900,0.9,12.38819176,13.37575637,3,0,13,859,948,917,5,3392
37163,8,7,36,473,8,9.4,575,0.575,8.09,6.3,4,1,0,328,391,809,5,3784
37163,8,7,36,473,8,3.4,575,0.575,8.09,6.3,4,12,0,328,391,809,5,3784
37163,8,7,36,473,8,3.6,575,0.575,8.09,6.3,4,7,0,328,391,809,5,3784
37163,8,7,36,473,8,16.5,575,0.575,8.09,6.3,4,2,0,328,391,809,5,3784
37191,2,1,58,600,9,17.9,35,0.035,12.38819176,13.37575637,2,5,1,706,753,885,11,5400
37191,2,1,58,600,9,2.3,35,0.035,12.38819176,13.37575637,2,8,1,706,753,885,11,5400
37235,1,1,40,961,5,20.4,731.25,0.73125,16.94,18.06,4,14,11,887,949,784,11,4805
37235,1,1,40,961,5,5.3,731.25,0.73125,16.94,18.06,4,7,11,887,949,784,11,4805
37235,1,1,40,961,5,8,731.25,0.73125,16.94,18.06,4,16,11,887,949,784,11,4805
37235,1,1,40,961,5,1.1,731.25,0.73125,16.94,18.06,4,3,11,887,949,784,11,4805
37309,3,0,45,263,5,15.2,816.6666667,0.816666667,8.09,6.3,4,11,0,454,457,344,3,1315
37309,3,0,45,263,5,6,816.6666667,0.816666667,8.09,6.3,4,16,0,454,457,344,3,1315
37309,3,0,45,263,5,8.3,816.6666667,0.816666667,8.09,6.3,4,4,0,454,457,344,3,1315
37309,3,0,45,263,5,23,816.6666667,0.816666667,8.09,6.3,4,0,0,454,457,344,3,1315
37442,3,0,26,549,7,16.1,596.25,0.59625,19.88,20.71,5,7,7,144,190,585,2,3843
37442,3,0,26,549,7,17,596.25,0.59625,19.88,20.71,5,11,7,144,190,585,2,3843
37442,3,0,26,549,7,13.4,596.25,0.59625,19.88,20.71,5,17,7,144,190,585,2,3843
37442,3,0,26,549,7,20.9,596.25,0.59625,19.88,20.71,5,8,7,144,190,585,2,3843
37442,3,0,26,549,7,23.4,596.25,0.59625,19.88,20.71,5,0,7,144,190,585,2,3843
37567,5,4,47,568,9,13.3,840,0.84,12.38819176,13.37575637,4,12,1,111,123,875,8,5112
37567,5,4,47,568,9,13.8,840,0.84,12.38819176,13.37575637,4,14,1,111,123,875,8,5112
37567,5,4,47,568,9,4.1,840,0.84,12.38819176,13.37575637,4,8,1,111,123,875,8,5112
37567,5,4,47,568,9,17.1,840,0.84,12.38819176,13.37575637,4,17,1,111,123,875,8,5112
37612,3,2,52,822,10,14.6,545,0.545,12.38819176,13.37575637,4,7,10,849,918,581,6,8220
37612,3,2,52,822,10,6.5,545,0.545,12.38819176,13.37575637,4,5,10,849,918,581,6,8220
37612,3,2,52,822,10,22,545,0.545,12.38819176,13.37575637,4,1,10,849,918,581,6,8220
37612,3,2,52,822,10,21.7,545,0.545,12.38819176,13.37575637,4,0,10,849,918,581,6,8220
37719,5,0,74,145,10,7.6,503.3333333,0.503333333,19.88,20.71,3,14,7,882,902,986,8,1450
37719,5,0,74,145,10,13.5,503.3333333,0.503333333,19.88,20.71,3,8,7,882,902,986,8,1450
37719,5,0,74,145,10,16.2,503.3333333,0.503333333,19.88,20.71,3,11,7,882,902,986,8,1450
37747,3,1,38,838,7,9.6,775,0.775,12.38819176,13.37575637,5,15,13,223,255,52,1,5866
37747,3,1,38,838,7,12.3,775,0.775,12.38819176,13.37575637,5,6,13,223,255,52,1,5866
37747,3,1,38,838,7,23.7,775,0.775,12.38819176,13.37575637,5,13,13,223,255,52,1,5866
37747,3,1,38,838,7,22.3,775,0.775,12.38819176,13.37575637,5,2,13,223,255,52,1,5866
37747,3,1,38,838,7,11.4,775,0.775,12.38819176,13.37575637,5,14,13,223,255,52,1,5866
37913,5,1,50,552,5,0.8,378.3333333,0.378333333,10.98,14.63,3,3,3,34,49,555,0,2760
37913,5,1,50,552,5,14.2,378.3333333,0.378333333,10.98,14.63,3,7,3,34,49,555,0,2760
37913,5,1,50,552,5,8.1,378.3333333,0.378333333,10.98,14.63,3,5,3,34,49,555,0,2760
37935,4,1,59,676,7,22.1,981.25,0.98125,12.38819176,13.37575637,5,9,2,349,372,372,2,4732
37935,4,1,59,676,7,4.7,981.25,0.98125,12.38819176,13.37575637,5,17,2,349,372,372,2,4732
37935,4,1,59,676,7,5.4,981.25,0.98125,12.38819176,13.37575637,5,7,2,349,372,372,2,4732
37935,4,1,59,676,7,10,981.25,0.98125,12.38819176,13.37575637,5,2,2,349,372,372,2,4732
37935,4,1,59,676,7,9.2,981.25,0.98125,12.38819176,13.37575637,5,16,2,349,372,372,2,4732
38392,5,1,32,838,6,19.6,853.3333333,0.853333333,19.88,20.71,4,5,7,161,159,663,5,5028
38392,5,1,32,838,6,5.7,853.3333333,0.853333333,19.88,20.71,4,3,7,161,159,663,5,5028
38392,5,1,32,838,6,18.4,853.3333333,0.853333333,19.88,20.71,4,4,7,161,159,663,5,5028
38392,5,1,32,838,6,10.2,853.3333333,0.853333333,19.88,20.71,4,0,7,161,159,663,5,5028
38597,1,1,46,924,7,1.6,537.5,0.5375,12.38819176,13.37575637,3,3,1,131,110,239,11,6468
38597,1,1,46,924,7,7.6,537.5,0.5375,12.38819176,13.37575637,3,2,1,131,110,239,11,6468
38597,1,1,46,924,7,16,537.5,0.5375,12.38819176,13.37575637,3,0,1,131,110,239,11,6468
38632,2,1,54,295,4,3.1,577,0.577,7.58,4.46,5,9,5,409,437,962,1,1180
38632,2,1,54,295,4,15.1,577,0.577,7.58,4.46,5,13,5,409,437,962,1,1180
38632,2,1,54,295,4,15.5,577,0.577,7.58,4.46,5,4,5,409,437,962,1,1180
38632,2,1,54,295,4,7.7,577,0.577,7.58,4.46,5,10,5,409,437,962,1,1180
38632,2,1,54,295,4,5.7,577,0.577,7.58,4.46,5,2,5,409,437,962,1,1180
38719,5,0,62,676,8,15.6,423.3333333,0.423333333,10.18,7.99,4,9,6,409,406,343,9,5408
38719,5,0,62,676,8,11.4,423.3333333,0.423333333,10.18,7.99,4,5,6,409,406,343,9,5408
38719,5,0,62,676,8,14.9,423.3333333,0.423333333,10.18,7.99,4,8,6,409,406,343,9,5408
38719,5,0,62,676,8,2.9,423.3333333,0.423333333,10.18,7.99,4,0,6,409,406,343,9,5408
38843,3,0,77,519,8,14.2,768.75,0.76875,12.38819176,13.37575637,5,11,13,329,376,929,10,4152
38843,3,0,77,519,8,20.1,768.75,0.76875,12.38819176,13.37575637,5,7,13,329,376,929,10,4152
38843,3,0,77,519,8,17.6,768.75,0.76875,12.38819176,13.37575637,5,9,13,329,376,929,10,4152
38843,3,0,77,519,8,19.4,768.75,0.76875,12.38819176,13.37575637,5,6,13,329,376,929,10,4152
38843,3,0,77,519,8,22.5,768.75,0.76875,12.38819176,13.37575637,5,0,13,329,376,929,10,4152
38986,2,2,40,355,4,16.5,536.6666667,0.536666667,12.38819176,13.37575637,3,10,4,611,708,662,6,1420
38986,2,2,40,355,4,8.4,536.6666667,0.536666667,12.38819176,13.37575637,3,13,4,611,708,662,6,1420
38986,2,2,40,355,4,3.4,536.6666667,0.536666667,12.38819176,13.37575637,3,4,4,611,708,662,6,1420
39029,6,5,43,131,9,9.7,83.75,0.08375,7.58,4.46,4,2,5,149,215,726,5,1179
39029,6,5,43,131,9,6.8,83.75,0.08375,7.58,4.46,4,10,5,149,215,726,5,1179
39029,6,5,43,131,9,9.9,83.75,0.08375,7.58,4.46,4,13,5,149,215,726,5,1179
39029,6,5,43,131,9,18.9,83.75,0.08375,7.58,4.46,4,12,5,149,215,726,5,1179
39038,6,1,40,128,4,11.1,55,0.055,16.94,18.06,3,8,11,439,493,737,6,512
39038,6,1,40,128,4,15.4,55,0.055,16.94,18.06,3,10,11,439,493,737,6,512
39038,6,1,40,128,4,11.9,55,0.055,16.94,18.06,3,13,11,439,493,737,6,512
39364,4,1,46,541,9,14.1,553.3333333,0.553333333,10.18,7.99,3,6,6,669,735,174,4,4869
39364,4,1,46,541,9,9.2,553.3333333,0.553333333,10.18,7.99,3,10,6,669,735,174,4,4869
39364,4,1,46,541,9,16.2,553.3333333,0.553333333,10.18,7.99,3,12,6,669,735,174,4,4869
39576,5,3,42,528,7,17.8,720,0.72,6.47,5.94,4,17,12,525,620,810,11,3696
39576,5,3,42,528,7,4.1,720,0.72,6.47,5.94,4,12,12,525,620,810,11,3696
39576,5,3,42,528,7,12.8,720,0.72,6.47,5.94,4,8,12,525,620,810,11,3696
39576,5,3,42,528,7,16.2,720,0.72,6.47,5.94,4,0,12,525,620,810,11,3696
39680,8,7,46,836,5,20,375,0.375,12.38819176,13.37575637,2,16,1,899,966,927,5,4180
39680,8,7,46,836,5,17,375,0.375,12.38819176,13.37575637,2,13,1,899,966,927,5,4180
39908,7,1,38,206,10,15.8,1127.5,1.1275,10.98,14.63,4,17,3,150,153,649,2,2060
39908,7,1,38,206,10,12.9,1127.5,1.1275,10.98,14.63,4,8,3,150,153,649,2,2060
39908,7,1,38,206,10,9.7,1127.5,1.1275,10.98,14.63,4,1,3,150,153,649,2,2060
39908,7,1,38,206,10,19.9,1127.5,1.1275,10.98,14.63,4,15,3,150,153,649,2,2060
40090,3,0,28,956,4,21,1500,1.5,19.88,20.71,3,6,7,30,9,148,8,3824
40090,3,0,28,956,4,8.9,1500,1.5,19.88,20.71,3,4,7,30,9,148,8,3824
40090,3,0,28,956,4,21,1500,1.5,19.88,20.71,3,1,7,30,9,148,8,3824
40110,7,4,39,412,6,9,423.3333333,0.423333333,12.38819176,13.37575637,3,14,13,55,25,240,4,2472
40110,7,4,39,412,6,8.9,423.3333333,0.423333333,12.38819176,13.37575637,3,8,13,55,25,240,4,2472
40110,7,4,39,412,6,10.3,423.3333333,0.423333333,12.38819176,13.37575637,3,5,13,55,25,240,4,2472
40258,5,3,43,815,4,13.2,745,0.745,7.58,4.46,5,2,5,358,350,880,0,3260
40258,5,3,43,815,4,17.9,745,0.745,7.58,4.46,5,16,5,358,350,880,0,3260
40258,5,3,43,815,4,12.6,745,0.745,7.58,4.46,5,4,5,358,350,880,0,3260
40258,5,3,43,815,4,16.8,745,0.745,7.58,4.46,5,11,5,358,350,880,0,3260
40258,5,3,43,815,4,18.5,745,0.745,7.58,4.46,5,14,5,358,350,880,0,3260
40490,6,5,44,913,5,13.2,1750,1.75,7.58,4.46,2,4,5,915,976,381,2,4565
40490,6,5,44,913,5,17.6,1750,1.75,7.58,4.46,2,17,5,915,976,381,2,4565
40600,6,0,24,416,4,6.6,1100,1.1,8.09,6.3,2,3,0,909,971,545,11,1664
40600,6,0,24,416,4,23.8,1100,1.1,8.09,6.3,2,9,0,909,971,545,11,1664
40680,5,4,30,117,8,5.6,900,0.9,7.58,4.46,5,9,5,918,986,750,10,936
40680,5,4,30,117,8,20.1,900,0.9,7.58,4.46,5,16,5,918,986,750,10,936
40680,5,4,30,117,8,8.9,900,0.9,7.58,4.46,5,4,5,918,986,750,10,936
40680,5,4,30,117,8,23.6,900,0.9,7.58,4.46,5,3,5,918,986,750,10,936
40680,5,4,30,117,8,9.4,900,0.9,7.58,4.46,5,12,5,918,986,750,10,936
40789,5,3,37,626,7,8.3,1100,1.1,7.58,4.46,3,3,5,18,45,692,9,4382
40789,5,3,37,626,7,19,1100,1.1,7.58,4.46,3,15,5,18,45,692,9,4382
40789,5,3,37,626,7,7.8,1100,1.1,7.58,4.46,3,9,5,18,45,692,9,4382
40900,4,2,64,152,4,23.7,1100,1.1,12.38819176,13.37575637,4,9,2,568,599,434,11,608
40900,4,2,64,152,4,22.7,1100,1.1,12.38819176,13.37575637,4,17,2,568,599,434,11,608
40900,4,2,64,152,4,13.6,1100,1.1,12.38819176,13.37575637,4,13,2,568,599,434,11,608
40900,4,2,64,152,4,3.6,1100,1.1,12.38819176,13.37575637,4,0,2,568,599,434,11,608
40912,1,1,40,737,8,2.5,10,0.01,10.98,14.63,2,8,3,702,747,668,6,5896
40912,1,1,40,737,8,5,10,0.01,10.98,14.63,2,10,3,702,747,668,6,5896
40927,2,2,29,825,6,14.9,581.25,0.58125,12.38819176,13.37575637,4,6,10,330,380,93,10,4950
40927,2,2,29,825,6,10.1,581.25,0.58125,12.38819176,13.37575637,4,7,10,330,380,93,10,4950
40927,2,2,29,825,6,6.9,581.25,0.58125,12.38819176,13.37575637,4,16,10,330,380,93,10,4950
40927,2,2,29,825,6,16.6,581.25,0.58125,12.38819176,13.37575637,4,13,10,330,380,93,10,4950
40987,6,4,30,726,8,15.7,637.5,0.6375,12.38819176,13.37575637,2,9,10,928,991,351,2,5808
40987,6,4,30,726,8,19.4,637.5,0.6375,12.38819176,13.37575637,2,2,10,928,991,351,2,5808
41086,1,1,53,258,4,14.2,1000,1,12.38819176,13.37575637,3,14,1,133,135,34,11,1032
41086,1,1,53,258,4,3.3,1000,1,12.38819176,13.37575637,3,4,1,133,135,34,11,1032
41086,1,1,53,258,4,6.9,1000,1,12.38819176,13.37575637,3,11,1,133,135,34,11,1032
41109,4,4,36,730,4,7,755,0.755,12.38819176,13.37575637,2,1,1,246,233,525,2,2920
41109,4,4,36,730,4,20,755,0.755,12.38819176,13.37575637,2,10,1,246,233,525,2,2920
41143,5,3,45,156,4,1.7,433.75,0.43375,12.38819176,13.37575637,5,12,2,85,109,897,4,624
41143,5,3,45,156,4,11.7,433.75,0.43375,12.38819176,13.37575637,5,10,2,85,109,897,4,624
41143,5,3,45,156,4,1.4,433.75,0.43375,12.38819176,13.37575637,5,6,2,85,109,897,4,624
41143,5,3,45,156,4,6.4,433.75,0.43375,12.38819176,13.37575637,5,7,2,85,109,897,4,624
41143,5,3,45,156,4,21.5,433.75,0.43375,12.38819176,13.37575637,5,4,2,85,109,897,4,624
41364,4,0,37,535,5,4.1,475,0.475,12.38819176,13.37575637,4,9,4,264,296,874,11,2675
41364,4,0,37,535,5,14.1,475,0.475,12.38819176,13.37575637,4,7,4,264,296,874,11,2675
41364,4,0,37,535,5,16.7,475,0.475,12.38819176,13.37575637,4,12,4,264,296,874,11,2675
41364,4,0,37,535,5,19.1,475,0.475,12.38819176,13.37575637,4,0,4,264,296,874,11,2675
41474,7,7,37,719,10,23.7,631.25,0.63125,7.58,4.46,5,11,5,617,653,891,5,7190
41474,7,7,37,719,10,0.5,631.25,0.63125,7.58,4.46,5,7,5,617,653,891,5,7190
41474,7,7,37,719,10,12.6,631.25,0.63125,7.58,4.46,5,12,5,617,653,891,5,7190
41474,7,7,37,719,10,14.4,631.25,0.63125,7.58,4.46,5,17,5,617,653,891,5,7190
41474,7,7,37,719,10,8.1,631.25,0.63125,7.58,4.46,5,0,5,617,653,891,5,7190
41479,3,3,32,702,7,22.7,1075,1.075,10.98,14.63,4,13,3,815,844,244,9,4914
41479,3,3,32,702,7,6.9,1075,1.075,10.98,14.63,4,14,3,815,844,244,9,4914
41479,3,3,32,702,7,4.1,1075,1.075,10.98,14.63,4,17,3,815,844,244,9,4914
41479,3,3,32,702,7,3.8,1075,1.075,10.98,14.63,4,3,3,815,844,244,9,4914
41580,7,5,42,107,10,7.6,620,0.62,12.38819176,13.37575637,3,5,13,50,64,884,5,1070
41580,7,5,42,107,10,15.4,620,0.62,12.38819176,13.37575637,3,4,13,50,64,884,5,1070
41580,7,5,42,107,10,19.9,620,0.62,12.38819176,13.37575637,3,11,13,50,64,884,5,1070
41609,4,1,28,687,10,9,471.25,0.47125,12.38819176,13.37575637,5,6,2,746,797,707,6,6870
41609,4,1,28,687,10,4.8,471.25,0.47125,12.38819176,13.37575637,5,10,2,746,797,707,6,6870
41609,4,1,28,687,10,10.5,471.25,0.47125,12.38819176,13.37575637,5,2,2,746,797,707,6,6870
41609,4,1,28,687,10,21.3,471.25,0.47125,12.38819176,13.37575637,5,11,2,746,797,707,6,6870
41609,4,1,28,687,10,16.9,471.25,0.47125,12.38819176,13.37575637,5,4,2,746,797,707,6,6870
41738,7,2,52,788,4,3.7,825,0.825,10.98,14.63,2,12,3,554,612,280,0,3152
41738,7,2,52,788,4,14.6,825,0.825,10.98,14.63,2,4,3,554,612,280,0,3152
41786,3,2,54,136,8,7.5,933.3333333,0.933333333,12.38819176,13.37575637,4,1,2,630,660,409,10,1088
41786,3,2,54,136,8,14.6,933.3333333,0.933333333,12.38819176,13.37575637,4,4,2,630,660,409,10,1088
41786,3,2,54,136,8,13,933.3333333,0.933333333,12.38819176,13.37575637,4,15,2,630,660,409,10,1088
41786,3,2,54,136,8,23.1,933.3333333,0.933333333,12.38819176,13.37575637,4,11,2,630,660,409,10,1088
42051,3,1,35,370,10,12.6,1037.5,1.0375,10.98,14.63,2,17,3,80,59,91,9,3700
42051,3,1,35,370,10,10.9,1037.5,1.0375,10.98,14.63,2,7,3,80,59,91,9,3700
42104,8,2,42,146,10,2.8,475,0.475,10.18,7.99,3,9,6,571,566,176,10,1460
42104,8,2,42,146,10,0.7,475,0.475,10.18,7.99,3,12,6,571,566,176,10,1460
42104,8,2,42,146,10,23.7,475,0.475,10.18,7.99,3,7,6,571,566,176,10,1460
42125,6,3,42,455,10,4.4,927,0.927,12.38819176,13.37575637,5,5,2,721,779,831,6,4550
42125,6,3,42,455,10,5.8,927,0.927,12.38819176,13.37575637,5,2,2,721,779,831,6,4550
42125,6,3,42,455,10,14.4,927,0.927,12.38819176,13.37575637,5,4,2,721,779,831,6,4550
42125,6,3,42,455,10,13.6,927,0.927,12.38819176,13.37575637,5,17,2,721,779,831,6,4550
42125,6,3,42,455,10,1.9,927,0.927,12.38819176,13.37575637,5,3,2,721,779,831,6,4550
42311,2,2,21,326,8,16.9,477,0.477,7.58,4.46,5,2,5,499,511,130,3,2608
42311,2,2,21,326,8,13.9,477,0.477,7.58,4.46,5,12,5,499,511,130,3,2608
42311,2,2,21,326,8,10.2,477,0.477,7.58,4.46,5,16,5,499,511,130,3,2608
42311,2,2,21,326,8,3.9,477,0.477,7.58,4.46,5,8,5,499,511,130,3,2608
42311,2,2,21,326,8,2.8,477,0.477,7.58,4.46,5,4,5,499,511,130,3,2608
42396,8,4,43,843,7,17.3,356.6666667,0.356666667,12.38819176,13.37575637,3,5,13,830,896,213,7,5901
42396,8,4,43,843,7,7.6,356.6666667,0.356666667,12.38819176,13.37575637,3,10,13,830,896,213,7,5901
42396,8,4,43,843,7,8.3,356.6666667,0.356666667,12.38819176,13.37575637,3,3,13,830,896,213,7,5901
42432,4,4,31,500,5,8.2,893.75,0.89375,12.38819176,13.37575637,4,2,1,384,434,173,1,2500
42432,4,4,31,500,5,20.8,893.75,0.89375,12.38819176,13.37575637,4,17,1,384,434,173,1,2500
42432,4,4,31,500,5,19.9,893.75,0.89375,12.38819176,13.37575637,4,14,1,384,434,173,1,2500
42432,4,4,31,500,5,10.8,893.75,0.89375,12.38819176,13.37575637,4,11,1,384,434,173,1,2500
42476,8,1,58,111,6,22.8,715,0.715,10.98,14.63,5,12,3,2,72,925,5,666
42476,8,1,58,111,6,3.8,715,0.715,10.98,14.63,5,10,3,2,72,925,5,666
42476,8,1,58,111,6,13.2,715,0.715,10.98,14.63,5,14,3,2,72,925,5,666
42476,8,1,58,111,6,9.8,715,0.715,10.98,14.63,5,1,3,2,72,925,5,666
42476,8,1,58,111,6,22.4,715,0.715,10.98,14.63,5,9,3,2,72,925,5,666
42477,6,5,31,804,7,3.5,150,0.15,14.51,20.77,2,12,8,414,450,720,11,5628
42477,6,5,31,804,7,11.1,150,0.15,14.51,20.77,2,0,8,414,450,720,11,5628
42499,2,2,43,527,5,5.3,696.25,0.69625,10.18,7.99,5,8,6,788,893,618,10,2635
42499,2,2,43,527,5,10,696.25,0.69625,10.18,7.99,5,7,6,788,893,618,10,2635
42499,2,2,43,527,5,10,696.25,0.69625,10.18,7.99,5,14,6,788,893,618,10,2635
42499,2,2,43,527,5,8.1,696.25,0.69625,10.18,7.99,5,4,6,788,893,618,10,2635
42499,2,2,43,527,5,12.8,696.25,0.69625,10.18,7.99,5,1,6,788,893,618,10,2635
42543,4,4,38,202,8,6.2,1143.75,1.14375,7.58,4.46,5,17,5,459,460,876,11,1616
42543,4,4,38,202,8,7.2,1143.75,1.14375,7.58,4.46,5,4,5,459,460,876,11,1616
42543,4,4,38,202,8,11.5,1143.75,1.14375,7.58,4.46,5,15,5,459,460,876,11,1616
42543,4,4,38,202,8,21.5,1143.75,1.14375,7.58,4.46,5,2,5,459,460,876,11,1616
42543,4,4,38,202,8,20.8,1143.75,1.14375,7.58,4.46,5,0,5,459,460,876,11,1616
42757,3,2,40,533,7,22.6,1233.333333,1.233333333,7.58,4.46,4,1,5,129,106,506,2,3731
42757,3,2,40,533,7,3.6,1233.333333,1.233333333,7.58,4.46,4,3,5,129,106,506,2,3731
42757,3,2,40,533,7,18.7,1233.333333,1.233333333,7.58,4.46,4,14,5,129,106,506,2,3731
42757,3,2,40,533,7,18.1,1233.333333,1.233333333,7.58,4.46,4,9,5,129,106,506,2,3731
